time,ret_1,ret_2,ret_3,ret_4,ret_5,ret_6,ret_7,ret_sum_3,ret_vol_7,macd_hist,macd_hist_slope_1,macd_hist_slope_3,ema50_slope_5,dist_close_ema50,adx14,atr_pct,bb_width_20,macd_compress,label
2024-05-03 08:00:00,0.0005656271284610881,0.0001755052182197403,0.00035754316999536684,0.00021451056117705036,-8.449152808509552e-05,0.00038355129701628243,0.00048759056985403504,0.0010986755166761952,0.00021858680773934524,13.999452979533231,-4.430182756964356,-16.5207862363785,54.258443298407656,3.524132572446927,62.32949012209571,0.0018816284954196933,0.019227083927001964,0.7324807098992075,1.0
2024-05-03 09:00:00,-0.00019890824142443364,0.00036671888703665445,-2.340302320469334e-05,0.0001586349285709332,1.5602319752616722e-05,-0.00028339976950952916,0.0001846430555918488,0.00014440762240752747,0.00022638633462648396,9.191885437516717,-4.807567542016514,-15.739670056392697,52.15419062003639,3.4312602739818443,61.70491559083342,0.0018014387636619508,0.01899288317252197,0.4696451767218098,1.0
2024-05-03 10:00:00,-5.2008679219284204e-05,-0.00025091692064371784,0.00031471020781737025,-7.541170242397754e-05,0.000106626249351649,-3.640635946666748e-05,-0.00033540844872881337,1.1784607954368198e-05,0.00021607921958516452,4.73942069239456,-4.452464745122157,-13.690215044103027,50.26971255651006,3.3742986223193414,60.40734988377277,0.0017452941109421215,0.01843452638421248,0.23979731624666667,1.0
2024-05-03 11:00:00,0.0006759019388464793,0.0006238932596271951,0.00042498501820276147,0.0009906121466638496,0.0006004902364225018,0.0007825281881981283,0.0006394955793798118,0.0017247802166764359,0.0001746816219717277,2.5190255486187993,-2.220395143775761,-11.480427430914432,49.2042336327213,3.679238750743489,59.645074844728825,0.0017132756552641457,0.017936552307774512,0.12676821919173695,1.0
2024-05-03 12:00:00,0.0010649180162456418,0.001740819955092121,0.0016888112758728369,0.0014899030344484032,0.0020555301629094913,0.0016654082526681435,0.00184744620444377,0.0044945492472106,0.0003112829705920412,2.7655687595507885,0.24654321093198917,-6.426316677965929,50.376616627509065,4.214321071305249,59.188394628016624,0.0016782105254382132,0.016473453696030333,0.13979128613413297,1.0
2024-05-03 13:00:00,-0.00027910663729180385,0.0007858113789538379,0.0014617133178003172,0.001409704638581033,0.0012107963971565994,0.0017764235256176875,0.0013863016153763397,0.0019684180594623513,0.0006805408778424262,1.2365495429811801,-1.5290192165696084,-3.50287114941338,50.22851401466323,4.022149422288843,58.966867868730574,0.0016232272306759565,0.015129401961055836,0.06286257037884317,1.0
2024-05-03 17:00:00,-0.00539658755352157,-0.004499176311499653,0.0009152577206066326,0.0005451590402838491,0.00026605240299204524,0.001330970419237687,0.0020068723580841663,-0.00898050614441459,0.00297309430904237,6.594311226027074,-10.31488809078624,8.145695486790885,63.46726591276092,2.2348623263938707,57.943896004218544,0.002545792291606244,0.010374946782371225,0.3249215680725523,1.0
2024-05-03 18:00:00,0.0028248701528301723,-0.002571717400691398,-0.0016743061586694807,0.003740127873436805,0.0033700291931140214,0.0030909225558222175,0.004155840572067859,-0.0014211534065307063,0.002758699065534271,5.8130710256392035,-0.7812402003878702,-3.4555250985074366,66.07639273972018,3.0702826932397898,56.38962997861185,0.0026581327129102197,0.008810660082697144,0.29497591846661386,1.0
2024-05-03 19:00:00,1.293975096672284e-05,0.002837809903796895,-0.002558777649724675,-0.001661366407702758,0.0037530676244035277,0.0033829689440807442,0.0031038623067889404,0.00029197200503894294,0.0026231004212935354,4.110824838800227,-1.7022461868389769,-12.798374478013088,69.16163224012416,3.0603552806277814,55.062137385168114,0.0025662059183291287,0.009262691256554186,0.22611566468419966,1.0
2024-05-03 21:00:00,-0.000206791178094079,0.001073416064427235,0.0010863558153939579,0.00391122596822413,-0.00148536158529744,-0.0005879503432755229,0.004826483688830763,0.001952980701727114,0.0023420544008416495,3.8842620868603888,-1.1539785393052853,-1.9288089387788148,61.032902348531934,3.342932310943244,53.27647152760611,0.0024602335913176242,0.010404544095849946,0.27404699172348806,1.0
