time,open,high,low,close,tick_volume,ema20,ema50,atr14,adx14,rsi14,zscore,dist_ema20_atr,dist_ema50_atr,bb_width_atr,bb_percent_b,touch_bb_upper,touch_bb_lower,close_outside_upper,close_outside_lower,range_atr,body_atr,upper_wick_ratio,lower_wick_ratio,close_position,ema20_slope,ema50_slope,ema_distance_atr,roc_1,roc_3,roc_5,hour,day_of_week,dist_pivot_atr,dist_r1_atr,dist_r2_atr,dist_s1_atr,dist_s2_atr,near_r1,near_r2,near_s1,near_s2,dist_fractal_high_atr,dist_fractal_low_atr,direction,label,prob_success,prediction
2025-10-10 18:00:00,1.15787,1.16309,1.15782,1.16125,9816,1.1578336975509127,1.1594888413007245,0.0015278571428571,23.12518744751308,75.30612244897875,3.7195631608023016,2.236009083086544,1.1526985409003716,3.5514055947650136,1.2439126321604506,1,0,1,0,3.4492753623187986,2.212248714352482,0.3491461100569457,0.0094876660341336,0.6508538899430544,0.1108658663073124,-0.2217746252503877,-1.0833105421861722,0.0029191532728198,0.0034998271690285,0.0035345155380412,18,4,1.8042699080566444,-0.999220819697839,-5.146641732897186,5.951690821255992,8.755181549010475,0,0,0,0,-1.2043010752688703,3.4689107059372954,-1,0.0,0.6890248,1
2025-10-22 13:00:00,1.15946,1.1597,1.15828,1.15858,2398,1.1605321214242272,1.162095429299466,0.0008507142857142,34.20506819462803,36.89320388349548,-2.6483580687966297,-2.2946851334325697,-4.132326632453863,3.9547339767538254,-0.0296716137593438,0,1,0,1,1.6691855583542845,1.0344248530646345,0.1690140845070576,0.211267605633783,0.211267605633783,-0.659892716127072,-0.6153483631301228,-1.8376414990212924,-0.0007848278122277,-0.0012930142748776,-0.002393745264173,13,2,-3.718443884690534,-6.038063252168623,-10.489224741113643,0.7327176042544858,3.052336971732575,0,0,0,0,-3.514693534844699,-0.1998320738874921,1,0.0,0.658741,1
2025-10-24 15:00:00,1.16154,1.16477,1.16088,1.16342,5975,1.1613483571552792,1.161154174968526,0.0011085714285714,28.207770162709043,63.27868852459077,3.1852972474758827,1.8687499887944152,2.0439143325149405,2.7873517366295237,1.1370594494951611,1,0,1,0,3.50902061855676,1.695876288659641,0.347043701799518,0.169665809768657,0.652956298200482,0.2616109029784515,0.1152605466690181,0.1751643437205252,0.0016444111544453,0.0019204436827737,0.0013857687573699,15,4,2.3694158075599723,0.3457903780067252,-0.7607388316152762,3.475945017181973,5.499570446735221,0,0,0,0,-1.2177835051547723,3.003865979381211,-1,0.0,0.7832856,1
2025-10-31 15:00:00,1.15667,1.15667,1.15533,1.1556,3125,1.1571578421183453,1.1589783062433472,0.0009864285714285,25.74405102358317,40.47244094488077,-2.667088318588988,-1.5792751380763088,-3.4247854747907387,2.2435355502322234,-0.0334176637178003,0,1,0,1,1.3584359160029853,1.0847212165098783,0.0,0.2014925373134093,0.2014925373134093,-0.2813582170917021,-0.4937353963060507,-1.8455103367144297,-0.0009337068160597,-0.0017535827509652,-0.0007695699919584,15,4,-2.7506637702147683,-6.423847453535926,-11.935312575428236,2.7608013516775425,6.4339850349987,0,0,0,0,-2.11875452570611,0.0912382331642939,1,0.0,0.65958226,1
2025-11-11 16:00:00,1.16011,1.1605,1.15934,1.16006,3008,1.1568668304169705,1.155938592150801,0.0011221428571428,26.61694721245112,77.85467128027904,2.6073716924907235,2.845599883030832,3.672801393302819,6.257169896756714,1.0214743384981315,1,0,1,0,1.0337364735837418,0.0445576066198831,0.3362068965518066,0.6206896551724336,0.6206896551724336,0.9504894697599006,0.4868861193808052,0.8272015102719873,-3.4479786225172226e-05,0.0024801458706005,0.0030956004427229,16,1,3.579461065139052,1.8654784638236044,-0.1544663696157794,5.599405898578436,7.313388499893883,0,1,0,0,-0.4455760661998204,4.535964353914706,-1,1.0,0.397234,0
2025-11-21 13:00:00,1.15199,1.15228,1.15046,1.15061,2428,1.1530169360855094,1.1538867876854026,0.0010964285714285,14.355998061264852,32.2734499205077,-3.066053325715889,-2.195251152907717,-2.988601146295748,3.8633629668522382,-0.1132106651431654,0,1,0,1,1.6599348534201848,1.2586319218242876,0.159340659340611,0.0824175824175153,0.0824175824175153,-0.3133969178395692,-0.2601838354712453,-0.7933499933880309,-0.0011979270653392,-0.0030326398696831,-0.0030671923060261,13,4,-1.8089033659069853,-4.228881650380718,-6.423887079262234,0.3861020629745306,2.806080347448263,0,0,0,0,-4.241042345277042,-0.7387622149837153,1,0.0,0.6899373,1
2025-12-01 14:00:00,1.16279,1.1649,1.16266,1.16488,2996,1.160950211582017,1.1597621550308772,0.0011885714285713,33.45910301029808,83.74193548387031,2.9544480520763483,3.306312370899225,4.305879180752397,5.950325602191711,1.0908896104152783,1,0,1,0,1.8846153846154527,1.7584134615384468,0.0089285714286298,0.0580357142856974,0.9910714285713702,1.0939871426523795,0.5770428106266968,0.999566809853172,0.0017974010784405,0.002288723305398,0.0035926286497058,14,0,5.278044871795033,2.6810897435900074,0.8693910256411405,7.089743589743899,9.686698717948923,0,0,0,0,2.776442307692265,4.9050480769232125,-1,1.0,0.0984428,0
2025-12-05 18:00:00,1.16482,1.1649,1.1628,1.16341,4472,1.165130209901876,1.1651566391735666,0.0010407142857142,17.63945768056366,34.54861111111143,-2.5615207026248767,-1.6529127403062174,-1.6783080597070466,3.0966184086855706,-0.0123041405249508,0,1,0,1,2.0178448867535983,1.3548387096773369,0.0380952380952763,0.2904761904761915,0.2904761904761915,-0.3048057069490416,-0.099179227972934,-0.0253953194008291,-0.0012104874572894,-0.0015190785972981,-0.0010646975486197,18,4,-2.0915122397621198,-3.5104095172731102,-6.011896591169208,0.4099748341339784,1.828872111644969,0,0,0,0,-2.4982841455044045,0.5861358956760473,1,1.0,0.55205715,0
2025-12-10 10:00:00,1.16482,1.16577,1.16437,1.16525,3047,1.1634414758628713,1.1637740281975384,0.000685,44.23198487882555,82.63888888888775,2.6830298336681446,2.640181222085519,2.154703361257627,5.896754365037829,1.036605966733611,1,0,1,0,2.0437956204380106,0.627737226277257,0.3714285714286077,0.3214285714285997,0.6285714285713924,0.5391245173062359,0.0495079513479115,-0.485477860827892,0.0003433918530282,0.0019432669240491,0.0022276503879035,10,2,2.8613138686130206,0.2627737226278322,-3.299270072992525,6.423357664233378,9.021897810218563,1,0,0,0,-0.7591240875913352,4.496350364963364,-1,1.0,0.30210575,0
2025-12-15 16:00:00,1.17472,1.17642,1.1744,1.17636,3816,1.1741987650788963,1.1730313277648603,0.001035,21.488779445105457,70.3753351206438,2.825080977368737,2.0881496822258074,3.216108439748499,4.006554385656382,1.0650161954737347,1,0,1,0,1.9516908212561217,1.5845410628019787,0.0297029702970024,0.1584158415841965,0.9702970297029976,0.622865504472306,0.4516571024893965,1.1279587575226917,0.0013790285509986,0.001251180961622,0.0017201151284977,16,0,2.6183574879228497,0.9855072463770236,-0.3091787439612256,3.9130434782610983,5.545893719806925,0,0,0,0,1.8067632850241495,1.893719806763419,-1,1.0,0.13822335,0
